;;A840;;A812;;A897;;A884;;A879;;A811;;A887;;A853;;A828;;A836;;A856;;A839;;B807;;A801;;A802;;A803;;A880;
Data;Hora (UTC);Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes
24/05/2024;02:00;0;0;0;0;7,6;0;0,2;0;0,2;0;1,4;0;6,6;0;0;0;0;0;0,2;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;8,4;12
24/05/2024;03:00;0;0;0;0;5;1;0,4;0;0;0;1,6;0;5,2;0;0;0;0;0;0,4;0;0;0;0;0;0,2;0;0,2;0;0,2;0;1;0;0,6;0
24/05/2024;04:00;0;0;0;0;1,6;0;0;0;0,2;0;1,8;0;6,2;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0,6;0;0;0;0,2;0
24/05/2024;05:00;0;0;0;0;0,2;0;0,2;0;0;0;0,2;0;2,4;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0
24/05/2024;06:00;0,4;0;0;0;0;0;0,6;0;0;0;0,4;0;4;0;0;0;0;0;3,4;0;0;0;0,2;0;0;0;0;0;1,4;0;0;0;0;0
24/05/2024;07:00;0;0;0;0;0;0;0,4;0;0,2;0;1;0;1;0;0;0;0,2;0;1,8;0;0;0;0,2;0;0;0;0;0;1,2;0;0;0;0;0
24/05/2024;08:00;0,2;0;0;0;0;0;0,6;0;0,6;0;2,4;0;3;0;0;0;0,2;0;2,6;0;0;0;0;0;0;0;0;0;0,4;0;0,8;0;0;0
24/05/2024;09:00;0;0;0;0;0;0;0,4;0;0;0;2,2;0;0,2;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;1;0;1,6;0;0;0
24/05/2024;10:00;0;0;0,4;0;0;0;0,4;0;0;0;1;0;1,6;0;0;0;0;0;1,6;0;0;0;0;0;0,4;0;0,2;0;1;0;0,4;0;0,2;0
24/05/2024;11:00;0;0;0,4;0;0;0;0;0;0,2;0;1,4;0;1,4;0;0;0;0;0;3;0;0,2;0;0;0;0,2;0;0,2;0;2,2;0;0,8;0;0;0
24/05/2024;12:00;0,2;0;0,6;0;0;0;0,2;0;0,2;0;3;0;0,2;0;0,6;0;0;0;1,4;0;0;0;0;0;0,2;0;0;0;1,6;0;2,2;0;0,2;0
24/05/2024;13:00;0,2;0;1,8;0;0;0;0;0;0;0;0,2;0;0,2;0;0,8;0;0,2;0;0,2;0;0,2;0;0,2;0;0,2;0;0,4;0;0,2;0;4,4;6;0;0
24/05/2024;14:00;0,2;0;2,2;2;0;0;0,8;0;0,2;0;0,8;0;2;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;4,4;0;3,4;0;0;0
24/05/2024;15:00;1,4;0;3;0;0;0;2,8;0;1,2;0;6,2;0;4,2;0;0,6;0;0,2;0;0;0;1;0;0;0;0,2;0;0;0;0,6;0;5,6;0;0;0
24/05/2024;16:00;0,2;0;5,6;0;0,4;0;0,8;0;0;0;7,2;0;3,8;0;0;0;0,2;0;0;0;0,2;0;2,2;0;0;0;0;0;0;0;0,8;0;0;0
24/05/2024;17:00;10,6;0;1,2;0;0;0;2,4;0;0;0;1,4;0;2;0;0;0;1,4;0;0;0;0;0;0,4;0;7,4;26;6,2;19;0,8;0;0;0;0;0
24/05/2024;18:00;3;0;0;0;0;0;12,2;1;13,4;21;0,2;0;0,2;0;0;0;0,4;0;0;0;0,2;0;0,6;0;4,2;0;6,8;2;0,2;0;0;0;1,6;0
24/05/2024;19:00;0,2;0;0;0;0,4;12;2,4;0;7,8;0;0,6;0;0,4;0;0;0;1,2;0;0;0;0;0;0;0;5,6;0;3,4;0;0;0;0;0;2,6;0
24/05/2024;20:00;0,2;0;0;0;1,2;0;1;0;0,6;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0,2;0;0,2;0;0;0;0,6;0;2,6;0
24/05/2024;21:00;0,2;0;0;0;0;0;0,4;0;0,6;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,4;0;0;0
24/05/2024;22:00;0,4;0;0;0;0;0;0,4;0;1;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0;0;0
24/05/2024;23:00;0,2;0;0;0;0;0;0,2;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;00:00;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;01:00;0;0;0;0;0,2;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;02:00;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;03:00;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;05:00;0,2;0;0;0;0;0;0;0;0,4;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0
25/05/2024;06:00;0,2;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;07:00;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;08:00;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;09:00;0,2;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;10:00;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024;11:00;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;12:00;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
25/05/2024;13:00;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0
25/05/2024;14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;16:00;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
25/05/2024;22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024;23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,4;0;0;0;0;0;0;0
26/05/2024;00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0
26/05/2024;01:00;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0
26/05/2024;02:00;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;03:00;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
26/05/2024;04:00;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;05:00;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
26/05/2024;06:00;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;07:00;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;08:00;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;09:00;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;10:00;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;13:00;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2024;23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2024;00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2024;01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2024;02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0,6;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2024;03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1,4;0;0,4;0;0;0;0;0;0;0;0;0;0;0
27/05/2024;04:00;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0,8;0;0,2;0;0;0;0;0;0;0;0;0;0;0
27/05/2024;05:00;1,2;0;0,4;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0,4;0;2;0;0;0;0;0;0;0;0,6;0;0,4;0
27/05/2024;06:00;1,2;0;0,8;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0,4;0;1;0;1;0;0,6;0;0;0;0,2;0;1,2;0
27/05/2024;07:00;2;0;1,6;0;0,4;0;0,4;0;1,8;0;0,4;0;0;0;0,2;0;0;0;0;0;0,4;0;0,4;0;1,8;0;1,4;0;0;0;0,2;0;1,4;0
27/05/2024;08:00;0,2;0;2,4;0;0,8;0;0,8;0;0,4;0;1,4;0;0;0;0,4;0;1,2;0;0;0;0,4;0;0,2;0;1,6;0;;0;0;0;0,2;0;0,6;0
27/05/2024;09:00;0,4;0;2,2;0;1;0;0,2;0;0,8;0;2,2;0;0;0;0,6;0;0,2;0;0;0;0,6;0;1;0;0,4;0;;0;0;0;0;0;2,4;0
27/05/2024;10:00;0,8;0;2,4;0;1,8;0;0,2;0;0;0;3;0;0,8;0;0,8;0;0;0;0,4;0;0,2;0;0,6;0;2;0;;0;0;0;0,2;0;0,2;0
27/05/2024;11:00;0,2;0;2;0;2;0;0,6;0;1,4;0;2;0;1,6;0;0;0;0,2;0;1,4;0;0,6;0;0,4;0;3,2;0;0,2;0;1,8;0;0,2;0;1;0
27/05/2024;12:00;1,2;0;1,4;0;0,2;0;2,8;0;0;0;1,6;0;0,6;0;0;0;0;0;2;0;0,6;0;0;0;1;0;1,4;0;0,2;0;0;0;0,4;0
27/05/2024;13:00;1;0;1,6;0;0,6;0;0,6;0;1,4;0;2;0;1,6;0;0;0;0;0;0,4;0;0,2;0;0;0;4,6;0;1,6;0;0,4;0;0,2;0;0,2;0
27/05/2024;14:00;0,2;0;1,2;0;0,2;0;0,2;0;0,6;0;1,6;0;0,6;0;0;0;0,2;0;0,4;0;0,2;0;0,6;0;2;0;1,8;0;1;0;0;0;0;0
27/05/2024;15:00;0,2;0;1,6;0;0;0;0,2;0;0,2;0;3;0;1,6;0;0,8;0;0,2;0;0,6;0;0,6;0;0,6;0;3,2;0;1;0;0,4;0;0,2;0;0;0
27/05/2024;16:00;1,2;0;2;0;0;0;0,2;0;0,8;0;3,2;0;1,4;0;0,4;0;0,4;0;0,8;0;0,6;0;1,4;0;1,6;0;0,6;0;1,2;0;0,4;0;0;0
27/05/2024;17:00;1;0;0,8;0;0,2;0;0,8;0;0,2;0;5;0;3;0;0;0;0,4;0;1;0;0,6;0;1,4;0;1;0;1,2;0;1,8;0;0;0;2,8;7
27/05/2024;18:00;2,2;0;0,2;0;1,2;1;1,6;0;0,8;0;1,8;0;7,2;0;0;0;0,2;0;2,6;0;0;0;0,6;0;1,2;0;2;0;3,6;0;0,2;0;2;0
27/05/2024;19:00;3;0;1;0;1,6;0;4,2;0;3,2;0;1,8;0;3;0;0,2;0;0,4;0;1,4;0;0;0;0,8;0;3,4;0;4,6;0;5;0;0;0;0,6;0
27/05/2024;20:00;1,4;0;0,8;0;0,6;0;3,8;0;4,2;0;0,4;0;3,8;0;0,2;0;0,4;0;4,4;0;0;0;0,4;0;4,4;0;4,8;0;6,2;0;0,2;0;0,8;0
27/05/2024;21:00;0,6;0;0,6;0;1,6;0;1,2;0;4,6;0;0,4;0;1,8;0;0,2;0;0;0;5,4;0;0,2;0;0;0;2,2;0;2,2;0;5,2;0;0;0;4,2;0
27/05/2024;22:00;0;0;0;0;2,8;0;0,6;0;1,8;0;0,6;0;3,4;0;0;0;0;0;5,8;0;0;0;0;0;0,8;0;0,8;0;2,4;0;0;0;1,2;0
27/05/2024;23:00;0;0;0;0;4,6;0;0,4;0;0,2;0;0;0;0;0;0;0;0;0;11;0;0;0;0,2;0;0;0;0,2;0;3,6;0;0;0;0,2;0
28/05/2024;00:00;0;0;0;0;1,4;0;0;0;0,6;0;0;0;0;0;0;0;0,2;0;17,4;0;0;0;0;0;0;0;0;0;1;0;0;0;0,6;0
28/05/2024;01:00;0;0;0;0;0,4;0;1,2;0;0,2;0;0;0;0;0;0;0;0;0;6;0;0,2;0;0;0;0;0;0;0;0,6;0;0;0;0;0
28/05/2024;02:00;0;0;0;0;0;0;0,8;0;0,2;0;0;0;0;0;0;0;0;0;7,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;03:00;0,2;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;10,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
28/05/2024;04:00;0,2;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0,2;0;1,8;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
28/05/2024;05:00;0;0;0;0;0,6;0;0;0;0,2;0;0;0;1,2;0;0;0;0;0;2,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;06:00;0;0;1;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;07:00;0;0;0,2;0;0;0;0;0;0,4;0;0,2;0;0;0;0;0;0,2;0;2,4;0;0;0;0;0;0;0;0;0;5,2;0;0;0;0;0
28/05/2024;08:00;0;0;0,4;0;0;0;0;0;0;0;0;0;3,6;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
28/05/2024;09:00;0;0;1;0;0;0;0;0;0;0;0,4;0;1,8;0;0;0;0;0;5,6;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
28/05/2024;10:00;0;0;0,4;0;0;0;0;0;0;0;1,4;0;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0
28/05/2024;11:00;0;0;0;0;0;0;0;0;0;0;1;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0
28/05/2024;12:00;0;0;0;0;0;0;0;0;0;0;0,4;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;13:00;0,2;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
28/05/2024;14:00;0,4;0;0,8;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;15:00;0,4;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0;0,4;0;0;0
28/05/2024;16:00;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;17:00;0,4;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;18:00;0,4;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;19:00;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;20:00;0,2;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,4;0;0,2;0;0;0;0;0;0;0
28/05/2024;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0,2;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0
28/05/2024;22:00;0,2;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2024;23:00;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0
29/05/2024;00:00;0,4;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0
29/05/2024;01:00;0,4;0;0;0;0,6;0;0,4;0;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0
29/05/2024;02:00;0,4;0;0,2;0;0,4;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
29/05/2024;03:00;0,2;0;0;0;0,2;0;0;0;0,8;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0;1,2;0;0;0;0;0;0;0
29/05/2024;04:00;0,2;0;0;0;0,2;0;0,2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
29/05/2024;05:00;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0
29/05/2024;06:00;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;07:00;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,2;0
29/05/2024;08:00;0,6;0;0,2;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
29/05/2024;09:00;0,4;0;0;0;0;0;0;0;0,6;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
29/05/2024;10:00;0,4;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;11:00;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
29/05/2024;16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;20:00;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/05/2024;23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
30/05/2024;03:00;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;04:00;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;06:00;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
30/05/2024;07:00;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;10:00;0;0;0;0;0,2;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
30/05/2024;11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;13:00;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2024;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
