;;A840;;A812;;A987;;A884;;A879;;A811;;A887;;A853;;A828;;A836;;A856;;A839;;B807;;A801;;A802;;A803;;A880;
Data;Hora (UTC);Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes;Chuva;Flashes
30/04/2024;11:00;17,6;11;1,8;8;2,4;7;7;3;5,6;14;0,2;0;0;0;0;0;0;0;0;0;0,4;0;3,8;0;4;0;6;0;0;0;9,8;103;0,8;0
30/04/2024;12:00;7;30;1;16;4,6;1;2,2;2;5,6;8;0;0;0;0;0;0;0;0;0;0;0,2;0;0,4;0;3,6;4;5,4;5;0;0;21;79;0;0
30/04/2024;13:00;11,8;13;0,8;4;11,8;9;2,8;3;5,6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,2;2;4,8;3;0;0;30,8;78;1;3
30/04/2024;14:00;11,8;29;3,4;20;2;0;2,8;4;3,2;0;0;0;0;0;2,6;0;0;0;0,2;0;0;0;0;0;3,2;1;4,2;0;0;0;42,4;115;0,2;0
30/04/2024;15:00;4,2;21;11,4;54;3;0;4,6;2;3,2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2;0;5,2;1;0;0;11;21;0;0
30/04/2024;16:00;12,8;14;1,6;1;0,8;0;4,8;4;2,8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,2;1;5,6;4;0;0;13,6;4;0;0
30/04/2024;17:00;14;9;4,2;30;0,2;0;5,2;0;8,6;10;0,2;7;0;0;0;0;0;0;0;0;0;0;0;0;4,4;3;7,2;5;0;0;13,6;4;0;0
30/04/2024;18:00;11;11;4;15;0,6;0;3,8;0;8;3;2;11;0;2;0;0;0;0;0;0;0;0;0;0;5,8;2;3,8;3;0;0;7,6;0;0;0
30/04/2024;19:00;0,6;0;10,4;16;0,6;1;3,2;1;9,6;11;1,8;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0,8;1;0;0;0,8;0;0;0
30/04/2024;20:00;0;0;6,2;0;8,2;3;4,2;14;2;0;5,4;22;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;1,4;3;0;0;0;0;0;0
30/04/2024;21:00;0;0;0;0;0;0;16;59;0,2;0;1,6;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;1,4;0;0;0;0;0;0;0
30/04/2024;22:00;1,2;16;0;0;0,6;0;3,4;12;12,4;12;0,8;2;0,6;0;0;0;0;0;1,4;4;0;0;0;0;0;0;2,8;0;0;0;0;0;0;0
30/04/2024;23:00;4,8;6;0,2;0;0;0;0,6;0;4,4;6;0,2;0;1,4;1;0;0;0;0;5,6;80;0;0;0;0;1,8;7;2,4;3;0,2;0;1,4;5;0;0
