;A840;A840;A812;A812;A897;A897;A884;A884;A879;A879;A811;A811;A887;A887;A853;A853;A828;A828;A836;A836;A856;A856;A839;A839;B807;B807;A801;A801;A802;A802;A803;A803;A880;A880
data;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes;chuva;flashes
19/05/2024_00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2024_01;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0
19/05/2024_02;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0,2;0
19/05/2024_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0,2;0;0,4;0;0;0;0,4;0
19/05/2024_04;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0,2;0
19/05/2024_05;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0,2;0;0;0;0;0;0,6;0
19/05/2024_06;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0,6;0;0;0;0;0;0,8;0
19/05/2024_07;0;0;0;0;0,6;0;0,2;0;0;0;0,2;0;0;0;0;0;0,4;0;0;0;0;0;0;0;1,4;0;0,4;0;0;0;0;0;0,2;0
19/05/2024_08;0,2;0;0,4;0;0,6;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0
19/05/2024_09;0;0;0,4;0;0,2;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2024_10;0;0;1,2;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2024_11;0;0;0,8;0;0;0;0,4;0;0,6;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0,2;0;0;0;0;0;0,2;0
19/05/2024_12;0;0;1;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
19/05/2024_13;0;0;1,8;0;0,2;0;0;0;0;0;1,6;0;1;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0,6;0;0;0;0;0;0;0
19/05/2024_14;0;0;1,2;0;0;0;0;0;0,2;0;0,4;0;2,2;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;2,2;0;0;0;0,2;0
19/05/2024_15;0;0;0,6;0;0,2;0;0;0;0,2;0;0;0;1,6;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;1,8;0;0;0;0;0
19/05/2024_16;0;0;0,2;0;0,2;0;0;0;0;0;0,2;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0
19/05/2024_17;0;0;0,2;0;0;0;0;0;0;0;0,2;0;0,8;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
19/05/2024_18;0;0;0,2;0;0,4;0;0;0;0;0;0,6;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0
19/05/2024_19;0;0;0;0;0,6;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0,2;0
19/05/2024_20;0,2;0;0,4;0;0;0;0;0;0,4;0;0,4;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0,6;0;0,2;0;0,4;0
19/05/2024_21;0;0;0,2;0;0;0;0;0;0;0;0,4;0;0,6;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,4;0;0;0;0,2;0
19/05/2024_22;0;0;0,2;0;0,2;0;0;0;0;0;0,2;0;1;0;0;0;0,2;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2024_23;0;0;0;0;0,2;0;0;0;0,2;0;0,2;0;0,2;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0
20/05/2024_00;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_01;0;0;0,2;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0
20/05/2024_02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_03;0,2;0;0;0;0;0;0,2;0;0,2;0;0,2;0;0,6;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,4;0;0,2;0;0,2;0
20/05/2024_04;0;0;0;0;0,2;0;0,2;0;0,2;0;0,2;0;0,4;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
20/05/2024_05;0;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_06;0,2;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
20/05/2024_07;0,2;0;0;0;0;0;0;0;0,6;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_08;0,2;0;0,2;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_09;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_10;0,4;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
20/05/2024_13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_15;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0
20/05/2024_17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2024_23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_04;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_06;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
21/05/2024_09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_10;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_12;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
21/05/2024_15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_16;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_17;0;0;0,6;0;0;0;0;0;0;0;6;25;0,2;4;0;0;0;0;0,6;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0
21/05/2024_18;0;0;0;0;0;0;0;0;0;0;3,6;2;0,4;2;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0
21/05/2024_19;0;0;0;0;0;0;0;0;0;0;1;0;1,6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0
21/05/2024_20;0;0;0;0;0;0;0;0;0;0;1,4;0;0,2;0;0;0;0;0;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2024_21;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0
21/05/2024_22;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;0;0;0;0;0
21/05/2024_23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_03;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_04;0;0;0;0;0;0;0;0;0;0;0;0;5;10;0;0;0;0;4,8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_05;0;0;0;0;0;0;0;0;0;0;0,2;0;2;3;0;0;0;0;4,6;2;0;0;0;0;0;0;0;0;5,2;0;0;0;0;0
22/05/2024_06;0;0;1;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,2;1;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
22/05/2024_07;0;0;0;236;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5,2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_08;0;0;2,2;13;0;0;0;0;0;0;10,6;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_09;0;0;4,6;3;0;0;0,2;0;0;0;15,8;57;3,4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
22/05/2024_10;0;0;0;1;0;0;0;0;0;0;2;1;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;0;0;0;0;0
22/05/2024_11;0;0;0,8;0;0;0;0;0;0;0;4;1;1,6;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0
22/05/2024_12;0;0;0;0;0;0;0;0;0;0;4,2;1;0,8;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0
22/05/2024_13;0;0;0;0;0;0;0;0;0;0;0,8;3;2,4;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
22/05/2024_14;0;0;0;0;0;0;0;0;0;0;3,8;2;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0
22/05/2024_15;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
22/05/2024_16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
22/05/2024_17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_18;0;0;0;0;0;0;0;0;0;0;0;1;0,4;24;0;0;0;0;2,2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2024_19;0;0;0;0;0;0;0;0;0;0;0;0;7,4;52;0;0;0;0;28,2;188;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0
22/05/2024_20;0;0;0;0;0;0;0;0;0;0;0,2;48;3,2;26;0;0;0;0;15,2;12;0;0;0;0;0;0;0;0;2,6;0;0;0;0;0
22/05/2024_21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
22/05/2024_22;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;6,2;2;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0
22/05/2024_23;0;0;0;30;0;0;0;0;0;0;1,4;24;10,6;184;0;0;0;0;1,8;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0
23/05/2024_00;0;0;9;246;0;0;0;0;0;0;15,2;95;3,8;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,6;0;0;0;0;0
23/05/2024_01;0;0;9;26;0;0;0;0;0;0;5,6;6;5,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,4;0;7,4;56;0;0
23/05/2024_02;0;0;5,4;22;0;0;0;0;0;0;2,4;2;5,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0,8;11;0;0
23/05/2024_03;0;0;1,2;8;0;0;0;0;0;0;2,8;0;1,4;0;0,8;47;0;0;0;0;0;0;0;0;0;19;0;0;1,2;0;0,2;0;0;0
23/05/2024_04;0;0;0;0;0;0;0;0;0;0;0,2;0;1,2;0;20;352;0;0;0;0;0;0;0;0;0;1;0;0;1,2;0;0;2;0;0
23/05/2024_05;0;0;0,2;0;0;0;0;0;0;0;0,2;0;1,6;0;1,2;5;0;0;0,2;0;1,2;0;0;0;1;2;0;0;0,4;0;3,2;53;0;0
23/05/2024_06;5,6;35;0;0;0;0;4,6;28;0;5;0,2;0;0,2;0;0;1;0;0;0;0;7,6;62;0;0;4,8;68;9,6;47;0,2;0;6,2;68;0;0
23/05/2024_07;10;86;0,6;0;0;0;3,6;23;5;60;0,2;0;0,6;0;0;8;0;0;0;0;7,8;39;0,6;1;3,4;5;4;5;0,8;0;0,8;60;0;0
23/05/2024_08;3,6;25;1;1;0;0;1,6;2;5,6;59;0,4;0;0,6;0;10,8;247;0;0;0;0;0;0;0;0;3,6;39;2,4;3;0;0;0,4;37;0;0
23/05/2024_09;0;0;4,2;2;0;0;0,2;0;0,6;9;0,4;0;0,2;0;11,4;139;0;0;0;0;0;0;1,2;0;20,4;49;2,6;9;0,2;0;6,6;47;0;0
23/05/2024_10;0;0;5,8;4;0;0;0,6;2;0;0;0,2;0;0,2;0;8;77;0;0;0;0;0;0;0,2;0;3,6;4;5,6;1;0;0;4,4;7;0;0
23/05/2024_11;0;0;13,8;2;0;0;0,2;0;0;0;1,6;0;0,2;0;5,6;18;0;0;0;0;0;0;0;0;7,4;15;2,2;14;0,2;0;5;0;0;0
23/05/2024_12;0,2;2;5,8;0;0;0;0,4;0;0;0;5,8;0;2,4;0;12;40;0;0;0;0;0;14;0;0;15,8;29;5,8;21;0;0;2,6;0;0;0
23/05/2024_13;4,4;30;2,8;0;0;0;3;16;0;3;2,4;0;1,8;0;8,2;71;0;0;0;0;11,8;119;1,8;10;15,4;16;16,2;18;0,6;0;10,8;0;0;0
23/05/2024_14;2,6;39;3,8;0;0;0;7;49;0;2;2,2;0;1;0;6,8;48;0,2;0;0;0;8,8;33;0,4;2;21,2;5;17,6;7;0;0;13;0;0;0
23/05/2024_15;3;52;4;0;0;0;11,2;73;3,6;30;3,8;0;1;0;4,8;33;0;0;0;0;2,2;2;2,8;1;7,6;3;14;7;0,2;0;2,2;0;0;0
23/05/2024_16;7;9;1,4;0;0;0;7,6;15;6,2;30;3,2;0;2,8;0;0;0;0,4;0;0,8;0;0;0;1,4;0;10,6;0;9,2;0;0,6;0;2,2;0;0;0
23/05/2024_17;1;5;1,8;0;0;0;9;7;10,8;6;1,4;0;1,8;0;0,2;0;0,6;1;0,8;0;0;14;0;0;14,8;1;19,6;2;2,8;0;4;0;0,6;3
23/05/2024_18;0;0;3,6;0;9;178;2,8;0;1,6;3;3,4;0;0,6;0;1;3;1,8;3;0,2;0;2,4;7;0;0;3,2;1;3,8;4;1;0;1,6;0;1,8;9
23/05/2024_19;1,8;0;5,2;0;1,8;27;5;5;0;0;4,4;0;9;0;0;0;4,2;15;0;0;0;0;1,8;2;3;0;1,2;0;4,8;0;5;0;0;0
23/05/2024_20;4,2;5;3,2;0;1,8;13;1,2;0;3,8;4;5,4;0;1,8;0;2,8;0;4,8;48;0,8;0;0;0;2,4;25;3,2;0;3,4;0;2;0;4,8;0;0;0
23/05/2024_21;0;0;0,6;0;0;0;1,4;0;0;0;1,4;0;0,2;0;3,6;0;14;51;0,6;0;0;0;1;0;6,6;0;4,8;0;0;0;1,4;0;2,2;4
23/05/2024_22;0,6;0;0;0;0,8;0;2;0;0,8;0;0,4;0;0,4;0;0;0;1,6;80;0,2;0;6,6;31;0;0;1,4;0;4,2;0;0,2;0;0,6;0;4;3
23/05/2024_23;6,8;7;0,2;0;1;0;17,8;1;1,4;0;1,8;0;0,8;0;0;0;0,2;0;0;0;6;4;1,4;2;4,4;0;3,2;1;0,4;0;0,4;0;4;19
24/05/2024_00;1,2;7;0,2;0;0,6;1;2;0;7;5;1,2;0;0,2;0;0;0;0;0;0,6;0;1;0;0;0;0;0;0;0;1,8;0;0;0;2,4;12
24/05/2024_01;1,4;7;0;0;0,4;1;1,6;3;1,6;1;1,2;0;2,4;0;0;0;0;0;1;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0,4;0
24/05/2024_02;0;0;0;0;7,6;0;0,2;0;0,2;0;1,4;0;6,6;0;0;0;0;0;0,2;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;8,4;12
24/05/2024_03;0;0;0;0;5;1;0,4;0;0;0;1,6;0;5,2;0;0;0;0;0;0,4;0;0;0;0;0;0,2;0;0,2;0;0,2;0;1;0;0,6;0
24/05/2024_04;0;0;0;0;1,6;0;0;0;0,2;0;1,8;0;6,2;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0,6;0;0;0;0,2;0
24/05/2024_05;0;0;0;0;0,2;0;0,2;0;0;0;0,2;0;2,4;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0
24/05/2024_06;0,4;0;0;0;0;0;0,6;0;0;0;0,4;0;4;0;0;0;0;0;3,4;0;0;0;0,2;0;0;0;0;0;1,4;0;0;0;0;0
24/05/2024_07;0;0;0;0;0;0;0,4;0;0,2;0;1;0;1;0;0;0;0,2;0;1,8;0;0;0;0,2;0;0;0;0;0;1,2;0;0;0;0;0
24/05/2024_08;0,2;0;0;0;0;0;0,6;0;0,6;0;2,4;0;3;0;0;0;0,2;0;2,6;0;0;0;0;0;0;0;0;0;0,4;0;0,8;0;0;0
24/05/2024_09;0;0;0;0;0;0;0,4;0;0;0;2,2;0;0,2;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;1;0;1,6;0;0;0
24/05/2024_10;0;0;0,4;0;0;0;0,4;0;0;0;1;0;1,6;0;0;0;0;0;1,6;0;0;0;0;0;0,4;0;0,2;0;1;0;0,4;0;0,2;0
24/05/2024_11;0;0;0,4;0;0;0;0;0;0,2;0;1,4;0;1,4;0;0;0;0;0;3;0;0,2;0;0;0;0,2;0;0,2;0;2,2;0;0,8;0;0;0
24/05/2024_12;0,2;0;0,6;0;0;0;0,2;0;0,2;0;3;0;0,2;0;0,6;0;0;0;1,4;0;0;0;0;0;0,2;0;0;0;1,6;0;2,2;0;0,2;0
24/05/2024_13;0,2;0;1,8;0;0;0;0;0;0;0;0,2;0;0,2;0;0,8;0;0,2;0;0,2;0;0,2;0;0,2;0;0,2;0;0,4;0;0,2;0;4,4;6;0;0
24/05/2024_14;0,2;0;2,2;2;0;0;0,8;0;0,2;0;0,8;0;2;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;4,4;0;3,4;0;0;0
24/05/2024_15;1,4;0;3;0;0;0;2,8;0;1,2;0;6,2;0;4,2;0;0,6;0;0,2;0;0;0;1;0;0;0;0,2;0;0;0;0,6;0;5,6;0;0;0
24/05/2024_16;0,2;0;5,6;0;0,4;0;0,8;0;0;0;7,2;0;3,8;0;0;0;0,2;0;0;0;0,2;0;2,2;0;0;0;0;0;0;0;0,8;0;0;0
24/05/2024_17;10,6;0;1,2;0;0;0;2,4;0;0;0;1,4;0;2;0;0;0;1,4;0;0;0;0;0;0,4;0;7,4;26;6,2;19;0,8;0;0;0;0;0
24/05/2024_18;3;0;0;0;0;0;12,2;1;13,4;21;0,2;0;0,2;0;0;0;0,4;0;0;0;0,2;0;0,6;0;4,2;0;6,8;2;0,2;0;0;0;1,6;0
24/05/2024_19;0,2;0;0;0;0,4;12;2,4;0;7,8;0;0,6;0;0,4;0;0;0;1,2;0;0;0;0;0;0;0;5,6;0;3,4;0;0;0;0;0;2,6;0
24/05/2024_20;0,2;0;0;0;1,2;0;1;0;0,6;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0,2;0;0,2;0;0;0;0,6;0;2,6;0
24/05/2024_21;0,2;0;0;0;0;0;0,4;0;0,6;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,4;0;0;0
24/05/2024_22;0,4;0;0;0;0;0;0,4;0;1;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0;0;0
24/05/2024_23;0,2;0;0;0;0;0;0,2;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_00;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_01;0;0;0;0;0,2;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_02;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_03;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_05;0,2;0;0;0;0;0;0;0;0,4;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0
25/05/2024_06;0,2;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_07;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_08;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_09;0,2;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_10;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,2;0
25/05/2024_11;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_12;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0
25/05/2024_13;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0
25/05/2024_14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2024_16;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
